id,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
25,1,1,Royal Challengers Bangalore,Punjab Kings,4,4,Jos Jadeja,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,3,0,3,,,
26,1,1,Royal Challengers Bangalore,Punjab Kings,4,5,Jos Jadeja,Jasprit Buttler,Rishabh Sharma,0,0,0,0,0,0,4,0,4,,,
27,1,1,Royal Challengers Bangalore,Punjab Kings,4,6,Hardik Sharma,KL Williamson,Rishabh Williamson,0,0,0,0,0,0,1,0,1,,,
28,1,1,Royal Challengers Bangalore,Punjab Kings,5,1,Jasprit Buttler,KL Williamson,Rishabh Sharma,0,0,0,0,1,0,1,1,2,,,
29,1,1,Royal Challengers Bangalore,Punjab Kings,5,1,Hardik Sharma,KL Williamson,Rishabh Williamson,0,0,0,0,0,0,3,0,3,,,
30,1,1,Royal Challengers Bangalore,Punjab Kings,5,2,Rishabh Dhoni,Jos Jadeja,Yuzvendra Samson,0,0,0,0,0,0,6,0,6,,,
31,1,1,Royal Challengers Bangalore,Punjab Kings,5,3,Jasprit Buttler,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,3,0,3,,,
32,1,1,Royal Challengers Bangalore,Punjab Kings,5,4,Jasprit Buttler,Hardik Sharma,KL Boult,0,0,0,0,0,0,1,0,1,,,
33,1,1,Royal Challengers Bangalore,Punjab Kings,5,5,Hardik Sharma,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,1,0,1,,,
34,1,1,Royal Challengers Bangalore,Punjab Kings,5,6,Jasprit Buttler,Jos Jadeja,Yuzvendra Samson,0,0,0,0,0,0,3,0,3,,,
35,1,1,Royal Challengers Bangalore,Punjab Kings,6,1,Jasprit Buttler,KL Williamson,Rishabh Williamson,0,0,0,0,0,0,2,0,2,,,
36,1,1,Royal Challengers Bangalore,Punjab Kings,6,2,Hardik Sharma,KL Williamson,KL Boult,0,0,0,0,0,0,1,0,1,,,
37,1,1,Royal Challengers Bangalore,Punjab Kings,6,3,Jos Jadeja,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,1,0,1,,,
38,1,1,Royal Challengers Bangalore,Punjab Kings,6,4,Jos Jadeja,Hardik Sharma,Rishabh Sharma,0,0,0,0,0,0,2,0,2,,,
39,1,1,Royal Challengers Bangalore,Punjab Kings,6,5,Jos Jadeja,KL Williamson,Rishabh Williamson,0,0,0,0,0,0,0,0,0,,,
40,1,1,Royal Challengers Bangalore,Punjab Kings,6,6,Hardik Sharma,Jos Jadeja,Rishabh Sharma,0,0,0,0,1,0,3,1,4,,,
41,1,1,Royal Challengers Bangalore,Punjab Kings,6,6,Hardik Sharma,Jasprit Buttler,Rishabh Williamson,0,0,0,0,0,0,2,0,2,,,
42,1,1,Royal Challengers Bangalore,Punjab Kings,7,1,Hardik Sharma,Jos Jadeja,KL Boult,0,0,0,0,0,0,4,0,4,,,
43,1,1,Royal Challengers Bangalore,Punjab Kings,7,2,Faf Khan,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
44,1,1,Royal Challengers Bangalore,Punjab Kings,7,3,Rishabh Dhoni,Hardik Sharma,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
45,1,1,Royal Challengers Bangalore,Punjab Kings,7,4,Rishabh Dhoni,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,0,0,0,,,
46,1,1,Royal Challengers Bangalore,Punjab Kings,7,5,Rishabh Dhoni,Faf Khan,Yuzvendra Samson,0,0,0,0,0,0,1,0,1,,,
47,1,1,Royal Challengers Bangalore,Punjab Kings,7,6,Hardik Sharma,Jasprit Buttler,Rishabh Williamson,0,0,0,0,0,0,2,0,2,,,
48,1,1,Royal Challengers Bangalore,Punjab Kings,8,1,KL Williamson,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,1,0,1,,,
49,1,1,Royal Challengers Bangalore,Punjab Kings,8,2,Rishabh Dhoni,Jasprit Buttler,Rishabh Williamson,0,0,0,0,0,0,3,0,3,,,
50,1,1,Royal Challengers Bangalore,Punjab Kings,8,3,Rishabh Dhoni,Jos Jadeja,Yuzvendra Samson,0,1,0,0,0,0,1,1,2,,,
51,1,1,Royal Challengers Bangalore,Punjab Kings,8,3,Jos Jadeja,Jasprit Buttler,Rishabh Sharma,0,0,0,0,0,0,1,0,1,,,
52,1,1,Royal Challengers Bangalore,Punjab Kings,8,4,Faf Khan,Hardik Sharma,KL Boult,0,1,0,0,0,0,1,1,2,,,
53,1,1,Royal Challengers Bangalore,Punjab Kings,8,4,Hardik Sharma,Faf Khan,Yuzvendra Samson,0,0,0,0,0,0,3,0,3,,,
54,1,1,Royal Challengers Bangalore,Punjab Kings,8,5,Jos Jadeja,Jasprit Buttler,KL Boult,0,0,0,0,0,0,3,0,3,,,
55,1,1,Royal Challengers Bangalore,Punjab Kings,8,6,Faf Khan,Rishabh Dhoni,Rishabh Williamson,0,0,0,0,0,0,3,0,3,,,
56,1,1,Royal Challengers Bangalore,Punjab Kings,9,1,Jasprit Buttler,KL Williamson,Rishabh Williamson,0,0,0,0,0,0,5,0,5,,,
57,1,1,Royal Challengers Bangalore,Punjab Kings,9,2,Jasprit Buttler,Rishabh Dhoni,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
58,1,1,Royal Challengers Bangalore,Punjab Kings,9,3,Jasprit Buttler,KL Williamson,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
59,1,1,Royal Challengers Bangalore,Punjab Kings,9,4,Jasprit Buttler,Jos Jadeja,KL Boult,0,0,0,0,0,0,1,0,1,,,
60,1,1,Royal Challengers Bangalore,Punjab Kings,9,5,Jos Jadeja,KL Williamson,Rishabh Sharma,0,0,0,0,0,0,1,0,1,,,
61,1,1,Royal Challengers Bangalore,Punjab Kings,9,6,Hardik Sharma,Faf Khan,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
62,1,1,Royal Challengers Bangalore,Punjab Kings,10,1,Rishabh Dhoni,Jos Jadeja,Rishabh Williamson,0,0,0,0,0,0,0,0,0,,,
63,1,1,Royal Challengers Bangalore,Punjab Kings,10,2,KL Williamson,Rishabh Dhoni,Yuzvendra Samson,0,0,0,0,0,0,1,0,1,,,
64,1,1,Royal Challengers Bangalore,Punjab Kings,10,3,Hardik Sharma,Jos Jadeja,Rishabh Williamson,0,0,0,0,0,0,1,0,1,,,
65,1,1,Royal Challengers Bangalore,Punjab Kings,10,4,Rishabh Dhoni,Jasprit Buttler,KL Boult,0,0,0,0,0,0,4,0,4,,,
66,1,1,Royal Challengers Bangalore,Punjab Kings,10,5,Faf Khan,KL Williamson,Rishabh Sharma,0,1,0,0,0,0,2,1,3,,,
67,1,1,Royal Challengers Bangalore,Punjab Kings,10,5,Faf Khan,Rishabh Dhoni,Rishabh Williamson,0,0,0,0,0,0,3,0,3,,,
68,1,1,Royal Challengers Bangalore,Punjab Kings,10,6,Hardik Sharma,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
69,1,1,Royal Challengers Bangalore,Punjab Kings,11,1,KL Williamson,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,0,0,0,,,
70,1,1,Royal Challengers Bangalore,Punjab Kings,11,2,Faf Khan,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
71,1,1,Royal Challengers Bangalore,Punjab Kings,11,3,Hardik Sharma,Jos Jadeja,Rishabh Williamson,0,0,0,0,0,0,3,0,3,,,
72,1,1,Royal Challengers Bangalore,Punjab Kings,11,4,KL Williamson,Jasprit Buttler,Rishabh Williamson,0,0,0,0,1,0,1,1,2,,,
73,1,1,Royal Challengers Bangalore,Punjab Kings,11,4,Jasprit Buttler,KL Williamson,Yuzvendra Samson,0,0,0,0,1,0,0,1,1,,,
74,1,1,Royal Challengers Bangalore,Punjab Kings,11,4,KL Williamson,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,0,0,0,,,
75,1,1,Royal Challengers Bangalore,Punjab Kings,11,5,KL Williamson,Jos Jadeja,Rishabh Williamson,0,0,0,0,0,0,1,0,1,,,
76,1,1,Royal Challengers Bangalore,Punjab Kings,11,6,Faf Khan,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,1,0,1,,,
77,1,1,Royal Challengers Bangalore,Punjab Kings,12,1,Faf Khan,Hardik Sharma,KL Boult,0,0,1,0,0,0,1,1,2,,,
78,1,1,Royal Challengers Bangalore,Punjab Kings,12,2,KL Williamson,Faf Khan,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
79,1,1,Royal Challengers Bangalore,Punjab Kings,12,3,KL Williamson,Rishabh Dhoni,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
80,1,1,Royal Challengers Bangalore,Punjab Kings,12,4,KL Williamson,Rishabh Dhoni,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
81,1,1,Royal Challengers Bangalore,Punjab Kings,12,5,Jasprit Buttler,Faf Khan,Rishabh Williamson,0,0,0,0,0,0,1,0,1,,,
82,1,1,Royal Challengers Bangalore,Punjab Kings,12,6,Faf Khan,Rishabh Dhoni,Rishabh Sharma,0,0,1,0,0,0,2,1,3,,,
83,1,1,Royal Challengers Bangalore,Punjab Kings,13,1,Jos Jadeja,Hardik Sharma,Rishabh Sharma,0,1,0,0,0,0,3,1,4,,,
84,1,1,Royal Challengers Bangalore,Punjab Kings,13,1,Rishabh Dhoni,Jos Jadeja,Rishabh Williamson,0,0,0,0,0,0,0,0,0,,,
85,1,1,Royal Challengers Bangalore,Punjab Kings,13,2,Hardik Sharma,Jasprit Buttler,Rishabh Sharma,0,0,0,0,0,0,2,0,2,,,
86,1,1,Royal Challengers Bangalore,Punjab Kings,13,3,Rishabh Dhoni,Hardik Sharma,Rishabh Williamson,0,0,0,0,0,0,0,0,0,,,
87,1,1,Royal Challengers Bangalore,Punjab Kings,13,4,Rishabh Dhoni,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
88,1,1,Royal Challengers Bangalore,Punjab Kings,13,5,Jos Jadeja,Rishabh Dhoni,KL Boult,0,0,1,0,0,0,1,1,2,,,
89,1,1,Royal Challengers Bangalore,Punjab Kings,13,6,Jasprit Buttler,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,0,0,0,,,
90,1,1,Royal Challengers Bangalore,Punjab Kings,14,1,Faf Khan,Rishabh Dhoni,Rishabh Williamson,0,0,0,0,0,0,5,0,5,,,
91,1,1,Royal Challengers Bangalore,Punjab Kings,14,2,Faf Khan,Hardik Sharma,Rishabh Williamson,0,0,0,0,0,0,0,0,0,,,
92,1,1,Royal Challengers Bangalore,Punjab Kings,14,3,Jasprit Buttler,KL Williamson,KL Boult,0,0,0,0,0,0,2,0,2,,,
93,1,1,Royal Challengers Bangalore,Punjab Kings,14,4,Jasprit Buttler,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,4,0,4,,,
94,1,1,Royal Challengers Bangalore,Punjab Kings,14,5,Rishabh Dhoni,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,0,0,0,Rishabh Dhoni,run out,
95,1,1,Royal Challengers Bangalore,Punjab Kings,14,6,Faf Khan,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,0,0,0,,,
96,1,1,Royal Challengers Bangalore,Punjab Kings,15,1,Hardik Sharma,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,2,0,2,,,
97,1,1,Royal Challengers Bangalore,Punjab Kings,15,2,KL Williamson,Rishabh Dhoni,Rishabh Williamson,0,0,0,0,0,0,1,0,1,,,
98,1,1,Royal Challengers Bangalore,Punjab Kings,15,3,Rishabh Dhoni,Faf Khan,Yuzvendra Samson,0,0,0,0,0,0,3,0,3,,,
99,1,1,Royal Challengers Bangalore,Punjab Kings,15,4,Hardik Sharma,KL Williamson,KL Boult,0,0,0,0,0,0,2,0,2,,,
100,1,1,Royal Challengers Bangalore,Punjab Kings,15,5,Faf Khan,Jos Jadeja,KL Boult,0,0,0,0,0,0,5,0,5,,,
101,1,1,Royal Challengers Bangalore,Punjab Kings,15,6,Rishabh Dhoni,Jasprit Buttler,KL Boult,0,0,0,0,0,0,2,0,2,,,
102,1,1,Royal Challengers Bangalore,Punjab Kings,16,1,Rishabh Dhoni,Hardik Sharma,KL Boult,0,0,0,0,0,0,1,0,1,,,
103,1,1,Royal Challengers Bangalore,Punjab Kings,16,2,Jos Jadeja,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,0,0,0,,,
104,1,1,Royal Challengers Bangalore,Punjab Kings,16,3,Jos Jadeja,Jasprit Buttler,Rishabh Sharma,0,0,0,0,0,0,6,0,6,,,
105,1,1,Royal Challengers Bangalore,Punjab Kings,16,4,Jasprit Buttler,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,3,0,3,,,
106,1,1,Royal Challengers Bangalore,Punjab Kings,16,5,KL Williamson,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,0,0,0,,,
107,1,1,Royal Challengers Bangalore,Punjab Kings,16,6,Faf Khan,KL Williamson,Rishabh Sharma,0,0,0,0,0,0,1,0,1,,,
108,1,1,Royal Challengers Bangalore,Punjab Kings,17,1,Jasprit Buttler,KL Williamson,KL Boult,0,0,0,0,0,0,1,0,1,,,
109,1,1,Royal Challengers Bangalore,Punjab Kings,17,2,KL Williamson,Rishabh Dhoni,Yuzvendra Samson,0,0,0,0,0,0,2,0,2,,,
110,1,1,Royal Challengers Bangalore,Punjab Kings,17,3,Hardik Sharma,Rishabh Dhoni,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
111,1,1,Royal Challengers Bangalore,Punjab Kings,17,4,Jos Jadeja,KL Williamson,KL Boult,0,1,0,0,0,0,1,1,2,,,
112,1,1,Royal Challengers Bangalore,Punjab Kings,17,4,KL Williamson,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,0,0,0,,,
113,1,1,Royal Challengers Bangalore,Punjab Kings,17,5,Hardik Sharma,Jos Jadeja,Rishabh Williamson,0,0,0,0,0,0,5,0,5,,,
114,1,1,Royal Challengers Bangalore,Punjab Kings,17,6,Faf Khan,KL Williamson,Rishabh Sharma,0,0,0,0,0,0,0,0,0,,,
115,1,1,Royal Challengers Bangalore,Punjab Kings,18,1,KL Williamson,Rishabh Dhoni,Rishabh Williamson,0,0,0,0,0,0,0,0,0,,,
116,1,1,Royal Challengers Bangalore,Punjab Kings,18,2,Hardik Sharma,Faf Khan,Rishabh Sharma,0,0,0,0,0,0,0,0,0,,,
117,1,1,Royal Challengers Bangalore,Punjab Kings,18,3,Faf Khan,Hardik Sharma,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
118,1,1,Royal Challengers Bangalore,Punjab Kings,18,4,Jasprit Buttler,Faf Khan,Rishabh Williamson,0,0,0,0,0,0,0,0,0,,,
119,1,1,Royal Challengers Bangalore,Punjab Kings,18,5,Jasprit Buttler,Rishabh Dhoni,Rishabh Sharma,0,0,0,0,1,0,0,1,1,,,
120,1,1,Royal Challengers Bangalore,Punjab Kings,18,5,Faf Khan,Hardik Sharma,KL Boult,0,0,0,1,0,0,5,1,6,,,
121,1,1,Royal Challengers Bangalore,Punjab Kings,18,6,Faf Khan,Jos Jadeja,Yuzvendra Samson,0,0,0,0,0,0,1,0,1,,,
122,1,1,Royal Challengers Bangalore,Punjab Kings,19,1,Faf Khan,Rishabh Dhoni,Yuzvendra Samson,0,0,0,0,0,0,4,0,4,,,
123,1,1,Royal Challengers Bangalore,Punjab Kings,19,2,Jasprit Buttler,Hardik Sharma,Yuzvendra Samson,0,0,0,0,0,0,2,0,2,,,
124,1,1,Royal Challengers Bangalore,Punjab Kings,19,3,Rishabh Dhoni,KL Williamson,KL Boult,0,1,0,0,0,0,0,1,1,,,
125,1,1,Royal Challengers Bangalore,Punjab Kings,19,3,Rishabh Dhoni,Jasprit Buttler,Yuzvendra Samson,0,0,0,0,0,0,1,0,1,,,
126,1,1,Royal Challengers Bangalore,Punjab Kings,19,4,Faf Khan,Hardik Sharma,Rishabh Sharma,0,0,0,0,0,0,0,0,0,,,
127,1,1,Royal Challengers Bangalore,Punjab Kings,19,5,Hardik Sharma,Jos Jadeja,Rishabh Sharma,0,0,0,0,0,0,1,0,1,,,
128,1,1,Royal Challengers Bangalore,Punjab Kings,19,6,Faf Khan,Rishabh Dhoni,Rishabh Williamson,0,0,0,0,0,0,3,0,3,,,
129,1,1,Royal Challengers Bangalore,Punjab Kings,20,1,Jasprit Buttler,Rishabh Dhoni,KL Boult,0,0,0,0,0,0,2,0,2,,,
130,1,1,Royal Challengers Bangalore,Punjab Kings,20,2,Jos Jadeja,KL Williamson,KL Boult,0,0,0,0,0,0,7,0,7,,,
131,1,1,Royal Challengers Bangalore,Punjab Kings,20,3,KL Williamson,Faf Khan,Rishabh Williamson,0,0,0,0,0,0,6,0,6,,,
132,1,1,Royal Challengers Bangalore,Punjab Kings,20,4,Hardik Sharma,Jos Jadeja,Yuzvendra Samson,0,0,0,0,0,0,0,0,0,,,
133,1,1,Royal Challengers Bangalore,Punjab Kings,20,5,Faf Khan,Jos Jadeja,Rishabh Williamson,0,0,1,0,0,0,0,1,1,,,
134,1,1,Royal Challengers Bangalore,Punjab Kings,20,6,KL Williamson,Rishabh Dhoni,Rishabh Sharma,0,0,0,0,0,0,1,0,1,,,
135,1,2,Punjab Kings,Royal Challengers Bangalore,1,1,Rishabh Sharma,Rishabh Khan,KL Williamson,0,0,0,0,0,0,1,0,1,,,
136,1,2,Punjab Kings,Royal Challengers Bangalore,1,2,KL Boult,Rishabh Williamson,KL Williamson,0,0,0,0,0,0,0,0,0,,,
137,1,2,Punjab Kings,Royal Challengers Bangalore,1,3,KL Boult,Rishabh Williamson,Rishabh Dhoni,0,0,0,0,0,0,1,0,1,,,
138,1,2,Punjab Kings,Royal Challengers Bangalore,1,4,Rishabh Sharma,Yuzvendra Samson,Jos Jadeja,0,1,0,0,0,0,1,1,2,,,
139,1,2,Punjab Kings,Royal Challengers Bangalore,1,4,Rishabh Williamson,Yuzvendra Samson,Jos Jadeja,0,0,0,0,0,0,3,0,3,,,
140,1,2,Punjab Kings,Royal Challengers Bangalore,1,5,Rishabh Williamson,Jasprit Warner,Rishabh Dhoni,0,0,0,0,1,0,5,1,6,,,
141,1,2,Punjab Kings,Royal Challengers Bangalore,1,5,Rishabh Sharma,KL Boult,Jasprit Buttler,0,0,0,0,0,0,4,0,4,,,
142,1,2,Punjab Kings,Royal Challengers Bangalore,1,6,Rishabh Williamson,Rishabh Sharma,Jos Jadeja,0,0,0,0,0,0,1,0,1,,,
143,1,2,Punjab Kings,Royal Challengers Bangalore,2,1,Rishabh Williamson,Yuzvendra Samson,KL Williamson,0,0,0,0,0,0,0,0,0,,,
144,1,2,Punjab Kings,Royal Challengers Bangalore,2,2,Rishabh Khan,KL Boult,Jos Jadeja,0,0,0,0,1,0,2,1,3,,,
145,1,2,Punjab Kings,Royal Challengers Bangalore,2,2,Jasprit Warner,Rishabh Khan,Jos Jadeja,0,0,0,0,0,0,4,0,4,,,
146,1,2,Punjab Kings,Royal Challengers Bangalore,2,3,Rishabh Khan,Rishabh Williamson,Rishabh Dhoni,0,0,0,0,0,0,1,0,1,,,
147,1,2,Punjab Kings,Royal Challengers Bangalore,2,4,Jasprit Warner,Yuzvendra Samson,Jos Jadeja,0,0,0,0,0,0,0,0,0,,,
148,1,2,Punjab Kings,Royal Challengers Bangalore,2,5,Rishabh Sharma,Jasprit Warner,KL Williamson,0,0,0,0,0,0,1,0,1,,,
149,1,2,Punjab Kings,Royal Challengers Bangalore,2,6,Rishabh Khan,Rishabh Sharma,KL Williamson,0,0,0,0,0,0,1,0,1,,,
150,1,2,Punjab Kings,Royal Challengers Bangalore,3,1,Rishabh Williamson,KL Boult,Jos Jadeja,0,0,1,0,0,0,0,1,1,,,
151,1,2,Punjab Kings,Royal Challengers Bangalore,3,2,KL Boult,Yuzvendra Samson,KL Williamson,0,0,0,0,0,0,0,0,0,,,
152,1,2,Punjab Kings,Royal Challengers Bangalore,3,3,Rishabh Williamson,Yuzvendra Samson,KL Williamson,0,0,0,0,0,0,2,0,2,,,
153,1,2,Punjab Kings,Royal Challengers Bangalore,3,4,Rishabh Williamson,Yuzvendra Samson,Jos Jadeja,0,0,0,0,0,0,1,0,1,,,
154,1,2,Punjab Kings,Royal Challengers Bangalore,3,5,Rishabh Khan,Jasprit Warner,Jasprit Buttler,0,0,0,0,0,0,2,0,2,,,
155,1,2,Punjab Kings,Royal Challengers Bangalore,3,6,Rishabh Khan,Jasprit Warner,Rishabh Dhoni,0,0,0,0,1,0,0,1,1,,,
156,1,2,Punjab Kings,Royal Challengers Bangalore,3,6,Rishabh Khan,Rishabh Williamson,Jasprit Buttler,0,0,0,0,0,0,2,0,2,,,
157,1,2,Punjab Kings,Royal Challengers Bangalore,4,1,Rishabh Sharma,Yuzvendra Samson,KL Williamson,0,0,1,0,0,0,0,1,1,,,
158,1,2,Punjab Kings,Royal Challengers Bangalore,4,2,Rishabh Williamson,Rishabh Sharma,Rishabh Dhoni,0,0,0,0,0,0,0,0,0,,,
159,1,2,Punjab Kings,Royal Challengers Bangalore,4,3,Rishabh Williamson,Rishabh Khan,Rishabh Dhoni,0,0,0,0,0,0,0,0,0,,,
160,1,2,Punjab Kings,Royal Challengers Bangalore,4,4,Rishabh Khan,Rishabh Williamson,Rishabh Dhoni,0,0,0,0,0,0,2,0,2,,,
161,1,2,Punjab Kings,Royal Challengers Bangalore,4,5,Yuzvendra Samson,Rishabh Williamson,Rishabh Dhoni,0,0,0,0,0,0,0,0,0,,,
162,1,2,Punjab Kings,Royal Challengers Bangalore,4,6,Rishabh Sharma,KL Boult,Rishabh Dhoni,0,0,0,0,0,0,2,0,2,,,
163,1,2,Punjab Kings,Royal Challengers Bangalore,5,1,KL Boult,Jasprit Warner,KL Williamson,0,0,0,0,0,0,2,0,2,,,
164,1,2,Punjab Kings,Royal Challengers Bangalore,5,2,Rishabh Sharma,Rishabh Williamson,Rishabh Dhoni,0,0,0,0,0,0,1,0,1,,,
165,1,2,Punjab Kings,Royal Challengers Bangalore,5,3,Rishabh Sharma,Yuzvendra Samson,Rishabh Dhoni,0,0,0,0,0,0,1,0,1,,,
166,1,2,Punjab Kings,Royal Challengers Bangalore,5,4,Rishabh Williamson,Yuzvendra Samson,Rishabh Dhoni,0,0,0,0,0,0,1,0,1,,,
167,1,2,Punjab Kings,Royal Challengers Bangalore,5,5,KL Boult,Rishabh Sharma,Rishabh Dhoni,0,0,0,0,0,0,5,0,5,,,
168,1,2,Punjab Kings,Royal Challengers Bangalore,5,6,Rishabh Sharma,Jasprit Warner,Jasprit Buttler,0,0,0,0,1,0,0,1,1,Rishabh Sharma,lbw,
169,1,2,Punjab Kings,Royal Challengers Bangalore,5,6,Rishabh Sharma,Jasprit Warner,Jasprit Buttler,0,0,0,0,0,0,3,0,3,,,
170,1,2,Punjab Kings,Royal Challengers Bangalore,6,1,Yuzvendra Samson,Jasprit Warner,Jasprit Buttler,0,0,0,0,0,0,0,0,0,,,
171,1,2,Punjab Kings,Royal Challengers Bangalore,6,2,Rishabh Sharma,Rishabh Khan,Rishabh Dhoni,0,0,0,0,0,0,3,0,3,,,
172,1,2,Punjab Kings,Royal Challengers Bangalore,6,3,Rishabh Sharma,Jasprit Warner,Jasprit Buttler,0,0,0,0,0,0,1,0,1,,,
173,1,2,Punjab Kings,Royal Challengers Bangalore,6,4,Rishabh Khan,KL Boult,Jasprit Buttler,0,0,0,0,0,0,2,0,2,,,
